"state","id","res.area.m2","com.area.m2","frac.elec.res","frac.elec.com","frac.ff.res","frac.ff.com","hdd65","cdd65","acpen.res","acpen.com","tadj.rcp45","nerc.subregion"
"TX",48007950200,262764.912632427,29992.72419518,0.560294117647059,0.560294117647059,0.439705882352941,0.439705882352941,983,3560,0.999990762716281,1,1.07466197183098,3
"TX",48007950300,484597.686022406,113854.996874325,0.593015446608462,0.593015446608462,0.406984553391538,0.406984553391538,983,3560,0.999990762716281,1,1.07466197183098,3
"TX",48007950400,271899.701659225,33093.8272225874,0.653792134831461,0.653792134831461,0.327949438202247,0.327949438202247,983,3560,0.999990762716281,1,1.07466197183098,3
"TX",48007950500,522714.50515006,44954.0160125107,0.783734666060881,0.783734666060881,0.216265333939119,0.216265333939119,983,3560,0.999990762716281,1,1.02781690140845,3
"TX",48009020100,180384.439979715,21338.2486576109,0.864222001982161,0.864222001982161,0.135777998017839,0.135777998017839,2969,2388,0.999388313250178,1,1.26242253521127,3
"TX",48009020200,227609.657744523,19921.8492154219,0.448007774538387,0.448007774538387,0.522837706511176,0.551992225461613,2896,2419,0.999450979576496,1,1.26242253521127,3
"TX",48009020300,230828.005272408,41483.3445721385,0.484528301886792,0.484528301886792,0.495094339622641,0.512452830188679,2896,2419,0.999450979576496,1,1.26242253521127,3
"TX",48011950100,147276.026957551,28926.1977168308,0.345609065155807,0.345609065155807,0.640226628895184,0.654390934844193,4364,1324,0.97790415165691,1,1.31892957746479,21
"TX",48013960100,419653.437616659,38704.5214091766,0.669944420692604,0.669944420692604,0.306968790081231,0.32321504916631,1465,3200,0.999965783305829,1,1.12721126760563,3
"TX",48013960201,324060.113538761,55676.9771057973,0.734767025089606,0.734767025089606,0.260112647209421,0.265232974910394,1297,3163,0.999960893236097,1,1.14722535211268,3
"TX",48013960202,444924.748635536,26344.5143253692,0.785435630689207,0.785435630689207,0.211313394018206,0.214564369310793,1389,3219,0.999968054133463,1,1.14722535211268,3
"TX",48013960300,163493.740807993,13474.935751494,0.623407643312102,0.623407643312102,0.376592356687898,0.376592356687898,1389,3219,0.999968054133463,1,1.14722535211268,3
"TX",48013960401,111361.942941217,3759.32158978049,0.677165354330709,0.677165354330709,0.237795275590551,0.318110236220473,1389,3219,0.999968054133463,1,1.14722535211268,3
"TX",48013960402,479472.585011312,114525.757990916,0.721947508558387,0.721947508558387,0.261696462533282,0.278052491441612,1465,3200,0.999965783305829,1,1.12721126760563,3
"TX",48013960500,174752.849523899,9770.8914686554,0.779591836734694,0.779591836734694,0.193197278911565,0.212244897959184,1163,3388,0.999982694153244,1,1.12721126760563,3
"TX",48013960600,359674.865365837,56136.1048733722,0.837723919915701,0.837723919915701,0.162276080084299,0.162276080084299,1465,3200,0.999965783305829,1,1.12721126760563,3
"TX",48015760100,157195.282277091,16518.9965315925,0.535849056603774,0.535849056603774,0.437735849056603,0.464150943396226,1554,2863,0.999885332161942,1,1.078,3
"TX",48015760200,361184.898946641,63207.6051249756,0.582358235823582,0.582358235823582,0.417641764176418,0.417641764176418,1554,2863,0.999885332161942,1,1.078,3
"TX",48015760300,453144.973037686,87144.2606985881,0.646694214876033,0.646694214876033,0.351652892561984,0.353305785123967,1554,2863,0.999885332161942,1,1.078,3
"TX",48015760400,354879.947686117,38109.2917136512,0.540584415584416,0.540584415584416,0.356331168831169,0.459415584415585,1820,2826,0.999869186252344,1,1.078,3
"TX",48015760501,309143.600156157,52379.8486584158,0.62717979555021,0.62717979555021,0.361395069152135,0.37282020444979,1660,2760,0.99983462302621,1,1.14535211267605,3
"TX",48015760502,312443.704984682,63297.7204243834,0.592434988179669,0.592434988179669,0.373049645390071,0.407565011820331,1660,2760,0.99983462302621,1,1.078,3
"TX",48017950100,412768.215580163,121166.376564723,0.396218487394958,0.396218487394958,0.595798319327731,0.603781512605043,3919,1366,0.980718409459033,1,1.30066197183098,21
"TX",48019000101,303145.041469737,65037.4225591141,0.697943444730077,0.697943444730077,0.179305912596401,0.302056555269923,2039,2337,0.99926955293678,1,1.17450704225352,3
"TX",48019000102,353442.550068428,42396.1158541019,0.809283551967709,0.809283551967709,0.143794147325933,0.179112008072654,2039,2337,0.99926955293678,1,1.17450704225352,3
"TX",48019000200,288079.874948259,21423.9052512006,0.698884758364312,0.698884758364312,0.236059479553903,0.301115241635687,2039,2337,0.99926955293678,1,1.17450704225352,3
"TX",48019000300,465041.953422362,35101.9271809859,0.754676258992806,0.754676258992806,0.19748201438849,0.238489208633094,2049,2364,0.999335005259449,1,1.14722535211268,3
"TX",48019000400,257305.558662073,7049.20401903473,0.781463414634146,0.781463414634146,0.193170731707317,0.218536585365854,1397,3058,0.99994292793075,1,1.14722535211268,3
"TX",48021950100,491565.215293513,32879.5006646091,0.786971287434393,0.786971287434393,0.19697437480704,0.213028712565607,1721,2943,0.999913815863749,1,1.17247887323944,3
"TX",48021950200,448263.091391921,86745.3328839034,0.583363869549285,0.583363869549285,0.412605349945035,0.412605349945035,1721,2943,0.999913815863749,1,1.17247887323944,3
"TX",48021950300,797315.82671917,59848.5095685995,0.603148877054874,0.603148877054874,0.384579763834221,0.396851122945126,1922,2705,0.999799046421663,1,1.17247887323944,3
"TX",48021950400,502638.345426124,267323.014978191,0.807730101539469,0.807730101539469,0.19226989846053,0.19226989846053,1751,2893,0.999896964682366,1,1.17247887323944,3
"TX",48021950501,332840.018030839,32985.5035906673,0.806852035749752,0.806852035749752,0.164846077457795,0.164846077457795,1721,2943,0.999913815863749,1,1.17247887323944,3
"TX",48021950502,446173.160701391,29924.8128514675,0.738834538494258,0.738834538494258,0.219481071884304,0.261165461505742,1751,2893,0.999896964682366,1,1.17247887323944,3
"TX",48021950600,369320.23792104,29827.3568880314,0.779367918902803,0.779367918902803,0.197376267143709,0.220632081097198,1751,2893,0.999896964682366,1,1.1270985915493,3
"TX",48021950700,262388.666731707,64540.7638632464,0.507795100222717,0.507795100222717,0.478285077951002,0.492204899777283,1751,2893,0.999896964682366,1,1.17247887323944,3
"TX",48021950801,280785.512016911,19083.2134659096,0.713174273858921,0.713174273858921,0.286825726141079,0.286825726141079,1922,2705,0.999799046421663,1,1.17247887323944,3
"TX",48021950802,305179.046898286,12486.2614372336,0.734345351043643,0.734345351043643,0.248102466793169,0.265654648956357,1922,2705,0.999799046421663,1,1.1270985915493,3
"TX",48023950300,406111.146649269,58660.7452910232,0.188895594447797,0.188895594447797,0.787567893783947,0.811104405552203,3094,2401,0.999415407169574,1,1.28239436619718,3
"TX",48025950100,149664.190673601,12880.263333925,0.555684454756381,0.555684454756381,0.436194895591647,0.436194895591647,1194,3237,0.999970067654484,1,1.07466197183098,3
"TX",48025950201,52123.9001301074,87576.4426343257,0.812206572769953,0.812206572769953,0.187793427230047,0.187793427230047,929,3865,0.99999699343897,1,1.07466197183098,3
"TX",48025950202,321448.432626184,34860.9372405667,0.694960212201592,0.694960212201592,0.261715296198055,0.305039787798408,1194,3237,0.999970067654484,1,1.07466197183098,3
"TX",48025950300,323743.124140121,84417.183238483,0.671548117154812,0.671548117154812,0.328451882845188,0.328451882845188,1194,3237,0.999970067654484,1,1.07466197183098,3
"TX",48025950400,141806.640981557,56222.039937321,0.688195991091314,0.688195991091314,0.311804008908686,0.311804008908686,1194,3237,0.999970067654484,1,1.07466197183098,3
"TX",48025950500,365394.350878688,88299.4160592921,0.490789473684211,0.490789473684211,0.505263157894737,0.505263157894737,1194,3237,0.999970067654484,1,1.07466197183098,3
"TX",48025950600,153381.620529565,14610.0249557884,0.50259067357513,0.50259067357513,0.490932642487046,0.49740932642487,929,3865,0.99999699343897,1,1.07466197183098,3
"TX",48027020100,382886.13212463,45091.9764304732,0.764567669172932,0.764567669172932,0.217105263157895,0.235432330827068,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020201,406192.892209752,26120.7113423696,0.950610432852386,0.950610432852386,0.0493895671476138,0.0493895671476138,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027020202,407712.051336589,39874.8205125995,0.804219823356232,0.804219823356232,0.153581943081452,0.191854759568204,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027020300,455948.60864052,40842.1275113494,0.916117698726394,0.916117698726394,0.0786122090469916,0.0838823012736056,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027020401,153503.602727406,107107.820866872,0.881944444444444,0.881944444444444,0.118055555555555,0.118055555555555,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020402,157953.930307766,15877.3153030607,0.691428571428571,0.691428571428571,0.308571428571428,0.308571428571428,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020500,239606.421562766,27422.4687797269,0.326530612244898,0.326530612244898,0.659394792399719,0.665024630541872,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020600,176309.904140777,15860.7788118499,0.325831702544031,0.325831702544031,0.652641878669276,0.674168297455969,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020701,78815.0380751054,105839.323351433,0.821656050955414,0.821656050955414,0.156050955414013,0.159235668789809,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020702,105915.413975406,120094.831047948,0.43492586490939,0.43492586490939,0.56507413509061,0.56507413509061,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020800,168483.008902108,59763.9665870278,0.481122942884802,0.481122942884802,0.518877057115198,0.518877057115198,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027020900,141270.957731068,65782.226503,0.567832167832168,0.567832167832168,0.432167832167833,0.432167832167833,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021000,268708.475642826,56888.6193979659,0.604039167686659,0.604039167686659,0.387392900856793,0.387392900856793,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021100,328793.522257111,119134.305345881,0.442536957558417,0.442536957558417,0.557463042441583,0.557463042441583,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021201,172069.622330261,17359.5830674999,0.864625302175665,0.864625302175665,0.135374697824335,0.135374697824335,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021202,236534.484639298,57090.5914987951,0.709656084656085,0.709656084656085,0.283068783068783,0.290343915343915,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021203,284153.98595773,89332.125759546,0.638840579710145,0.638840579710145,0.35304347826087,0.35304347826087,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027021301,342292.702115988,23920.3030685111,0.877268385864374,0.877268385864374,0.122731614135626,0.122731614135626,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021302,211665.264141657,34757.1638267462,0.470496894409938,0.470496894409938,0.529503105590062,0.529503105590062,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021303,357657.560716377,126283.102114065,0.896726602120793,0.896726602120793,0.103273397879207,0.103273397879207,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021400,228728.213575432,23175.3135851769,0.747812251392204,0.747812251392204,0.233094669848847,0.252187748607796,2142,2502,0.999589283027359,1,1.19866197183098,3
"TX",48027021500,286894.992614029,107111.630455433,0.8359375,0.8359375,0.158653846153847,0.1640625,1978,2728,0.999814760038913,1,1.19866197183098,3
"TX",48027021601,257350.895957824,120722.390520155,0.601242236024845,0.601242236024845,0.393167701863354,0.398757763975155,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027021602,66851.7269823173,51591.4733885114,0.876470588235294,0.876470588235294,0.113725490196078,0.123529411764705,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027021700,447007.056068642,61250.7877431344,0.794442329653597,0.794442329653597,0.205557670346402,0.205557670346402,2101,2565,0.999670753907768,1,1.19866197183098,3
"TX",48027021800,471490.360058323,36258.1060182494,0.869868995633188,0.869868995633188,0.130131004366812,0.130131004366812,1978,2728,0.999814760038913,1,1.19866197183098,3
"TX",48027021901,199614.635480847,60963.4388252914,0.870338983050847,0.870338983050847,0.129661016949153,0.129661016949153,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027021903,463112.942969268,22530.3807075098,0.846653144016227,0.846653144016227,0.140770791075051,0.153346855983773,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027021904,506856.863362646,22841.8848189519,0.825906735751295,0.825906735751295,0.16580310880829,0.174093264248704,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022000,429239.724267635,33963.9575058588,0.864633310486635,0.864633310486635,0.114461960246744,0.124057573680603,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022101,274844.161417158,24543.1246817041,0.759752321981424,0.759752321981424,0.240247678018576,0.240247678018576,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022103,318153.895374653,7239.74818751983,0.970503181029497,0.970503181029497,0.0294968189705032,0.0294968189705032,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022104,253424.262555674,9557.95745199525,0.984624482554701,0.984624482554701,0.0153755174452986,0.0153755174452986,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022105,137301.030663144,4081.4162464415,1,1,0,0,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022200,180185.070595641,47317.2836517983,0.847212663454921,0.847212663454921,0.152787336545079,0.152787336545079,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022300,237811.158976782,71212.9671053422,0.839420654911839,0.839420654911839,0.160579345088161,0.160579345088161,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022401,336137.699227154,51368.3209553333,0.828541001064963,0.828541001064963,0.166134185303514,0.166134185303514,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022402,271124.880191271,0,0.979166666666667,0.979166666666667,0.0208333333333333,0.0208333333333333,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022403,261399.433943829,15003.8407045166,0.886128364389234,0.886128364389234,0.106970324361629,0.113871635610766,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022404,410854.610141936,24468.9888538212,0.933333333333333,0.933333333333333,0.0634920634920635,0.0634920634920635,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022405,102984.134773099,41069.5535140964,0.954493742889647,0.954493742889647,0.0352673492605233,0.0352673492605233,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022501,226585.120638298,45422.6194637407,0.569790964261632,0.569790964261632,0.419420094403237,0.419420094403237,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022502,535325.90956302,63589.4375298254,0.96549245147376,0.96549245147376,0.0291157440690151,0.0291157440690151,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027022600,279058.99367269,40327.7224962905,0.67479674796748,0.67479674796748,0.319105691056911,0.319105691056911,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022801,172411.413401309,20062.1326376674,0.82652210175146,0.82652210175146,0.17347789824854,0.17347789824854,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027022900,227579.930128107,67296.733204458,0.727552275522755,0.727552275522755,0.26629766297663,0.26629766297663,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023000,440927.288466859,50401.385464692,0.846623093681917,0.846623093681917,0.148583877995643,0.148583877995643,2167,2547,0.999649259641743,1,1.19866197183098,3
"TX",48027023103,268380.725513605,51341.0999456206,0.867518884369553,0.867518884369553,0.132481115630447,0.132481115630447,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023104,195164.94847438,25315.0565418115,0.739339752407153,0.739339752407153,0.260660247592847,0.260660247592847,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023105,448680.432810243,24157.2988220283,0.926149208741522,0.926149208741522,0.0738507912584778,0.0738507912584778,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027023106,552677.945169899,10477.6047796647,0.978939978939979,0.978939978939979,0.0210600210600211,0.0210600210600211,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027023107,377242.09046151,22552.9564630291,0.951915240423798,0.951915240423798,0.0383048084759576,0.0480847595762021,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023108,709062.380819499,22560.4809793865,0.960445804195804,0.960445804195804,0.0369318181818181,0.0369318181818181,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027023201,133890.186084486,810.857727545818,0.656036446469248,0.656036446469248,0.343963553530751,0.343963553530751,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023202,117057.831107921,113941.960010747,0.889952153110048,0.889952153110048,0.110047846889952,0.110047846889952,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023203,99968.7800262207,1426.15459583994,0.705744431418523,0.705744431418523,0.294255568581477,0.294255568581477,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023204,99424.8333912774,178009.466513723,0.786069651741294,0.786069651741294,0.213930348258706,0.213930348258706,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027023300,431823.357936383,15045.7401957368,0.850934815563416,0.850934815563416,0.101061141990904,0.149065184436584,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027023402,294056.143040396,36422.9154054816,0.628747117601845,0.628747117601845,0.346656418139892,0.371252882398155,2142,2502,0.999589283027359,1,1.17247887323944,3
"TX",48027023403,414500.483883981,86450.6445367135,0.920417124039517,0.920417124039517,0.0675082327113063,0.079582875960483,1978,2728,0.999814760038913,1,1.17247887323944,3
"TX",48027023404,234068.455920887,18981.1127490276,0.639069767441861,0.639069767441861,0.326511627906976,0.360930232558139,1978,2728,0.999814760038913,1,1.17247887323944,3
"TX",48027023500,134011.984881507,113455.329177972,0.763636363636364,0.763636363636364,0.225668449197861,0.225668449197861,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48027980001,0,23830.2798016419,1,1,0,0,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027980002,0,0,0.926149208741522,0.926149208741522,0.0738507912584778,0.0738507912584778,1733,2855,0.999882016963967,1,1.19866197183098,3
"TX",48027980003,0,0,0.864633310486635,0.864633310486635,0.114461960246744,0.124057573680603,1866,2744,0.999824969477455,1,1.19866197183098,3
"TX",48029110100,180333.811538107,1124147.11717089,0.85790679908327,0.85790679908327,0.14209320091673,0.14209320091673,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110300,147161.387420224,46673.1865354531,0.637239165329053,0.637239165329053,0.362760834670947,0.362760834670947,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110500,86327.8263155633,65103.013387416,0.413461538461538,0.413461538461538,0.586538461538462,0.586538461538462,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110600,155968.31866919,172817.491742803,0.5800796812749,0.5800796812749,0.4199203187251,0.4199203187251,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110700,72424.422067821,63320.7624964927,0.424635332252836,0.424635332252836,0.575364667747164,0.575364667747164,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110800,102040.519697649,123269.976933308,0.574908647990256,0.574908647990256,0.380024360535932,0.380024360535932,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029110900,23446.4978822395,141957.051132452,0.153846153846154,0.153846153846154,0.846153846153846,0.846153846153846,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029111000,111496.562403281,60670.9804687899,0.494505494505495,0.494505494505495,0.505494505494505,0.505494505494505,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120100,140880.770120116,342700.909861119,0.5390625,0.5390625,0.4609375,0.4609375,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120300,607928.145791857,170472.899695583,0.430471967057333,0.430471967057333,0.569528032942667,0.569528032942667,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120400,501437.447539615,47137.7948085057,0.389441800086543,0.389441800086543,0.610558199913457,0.610558199913457,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120501,452612.65381185,124628.034488981,0.484259259259259,0.484259259259259,0.51141975308642,0.51141975308642,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120502,271089.023723217,76762.9936642088,0.517370390165687,0.517370390165687,0.482629609834314,0.482629609834314,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120600,427368.294550166,75696.0962491047,0.543890449438202,0.543890449438202,0.445224719101124,0.445224719101124,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120701,292894.85849546,209884.967848941,0.479611650485437,0.479611650485437,0.513592233009709,0.513592233009709,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029120702,338954.704367119,141526.260304539,0.56567992599445,0.56567992599445,0.43432007400555,0.43432007400555,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120800,503217.107931462,92412.4184901998,0.349892780557541,0.349892780557541,0.650107219442459,0.650107219442459,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029120901,126458.780324566,60878.2470451205,0.593977154724818,0.593977154724818,0.406022845275182,0.406022845275182,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029120902,402731.151441996,85646.102848355,0.692307692307692,0.692307692307692,0.307692307692308,0.307692307692308,1607,2879,0.999891688930414,1,1.14722535211268,3
"TX",48029121000,431095.925014064,322252.684636361,0.512377076975246,0.512377076975246,0.487622923024755,0.487622923024755,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121108,497315.73720922,110425.203165462,0.601552795031056,0.601552795031056,0.398447204968944,0.398447204968944,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121110,309382.909459215,12012.4559100079,0.716577540106952,0.716577540106952,0.265002970885324,0.283422459893048,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121111,405924.961365073,47362.4349110698,0.518356643356643,0.518356643356643,0.475524475524475,0.481643356643356,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121112,258566.252177223,33303.4175650059,0.692307692307692,0.692307692307692,0.307692307692307,0.307692307692307,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121115,399679.662557528,43734.5703833811,0.621280432822362,0.621280432822362,0.372407574391343,0.378719567177637,1494,3132,0.999956268620321,1,1.14722535211268,3
"TX",48029121116,324313.369159113,50128.2504852856,0.672096013716245,0.672096013716245,0.327903986283755,0.327903986283755,1494,3132,0.999956268620321,1,1.14722535211268,3
